,Format,Formula,Summary,Applies To,Time Scale,Time Range,Versions,Style,Cell Count,Populated Cell Count,Memory Used,Calculation Complexity,Calculation Effort,Notes,Read Access Driver,Write Access Driver,Users List,Parent,Is Summary,Formula Scope,Code,Use Switchover,Breakback,Start of Section,Data Tags,Referenced By,Module Name
New code,TEXT,"IF Existing KPI? THEN CODE(Bestaande KPI selectie) & ""_"" & NAME(Afdeling) ELSE LEFT('Nieuwe KPI-invoer', 3) & ""_"" & 'IM 24. Dummy Afdelingen'.Afdeling for code & 'SET 04. Datum Settings'.Datum for code & SUBSTITUTE(NAME(ITEM('Support list #10')), ""#"", ""_"")",None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,"KPI ID, KPI_Afdeling, AN KPI_Afdeling, AN KPI",IP 22. Create KPI_Afdeling
KPI ID,TEXT,IF ISNOTBLANK(Bestaande KPI selectie) THEN CODE(Bestaande KPI selectie) ELSE New code,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Ready to create?,TEXT,"IF ISNOTBLANK(AN KPI_Afdeling) THEN ""KPI bestaat al"" ELSE IF NOT Validated for Create? THEN ""❌"" ELSE ""✅""",None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
---Create Validation---,NONE,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
KPI Code SPIN,TEXT,CODE(Bestaande KPI selectie),None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
---Concat---,NONE,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
KPI_Afdeling,TEXT,IF ISNOTBLANK(KPI Naam Final) THEN New code ELSE BLANK,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,Create KPI_Afdeling,IP 22. Create KPI_Afdeling
AN KPI_Afdeling,LIST,"FINDITEM(KPI_Afdeling, New code)",None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,"Ready to create?, Create KPI_Afdeling, 'Subload IM 42?'",IP 22. Create KPI_Afdeling
Validated for Create?,BOOLEAN,IF ISBLANK(Bestaande KPI selectie) AND ISBLANK('Nieuwe KPI-invoer') THEN FALSE ELSE IF ISNOTBLANK(Bestaande KPI selectie) THEN ISNOTBLANK(Afdeling) AND ISNOTBLANK('Business Controller 1') AND ISNOTBLANK(Frequentie) AND ISNOTBLANK(Aangemaakt door) ELSE ISNOTBLANK('Groepering L1') AND ISNOTBLANK('Categorie L2') AND ISNOTBLANK(YTD Berekening) AND ISNOTBLANK(Eenheid) AND ISNOTBLANK(Afdeling) AND ISNOTBLANK('Business Controller 1') AND ISNOTBLANK(Frequentie) AND ISNOTBLANK(Aangemaakt door),None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,"Ready to create?, Create KPI_Afdeling",IP 22. Create KPI_Afdeling
Create KPI_Afdeling,BOOLEAN,ISBLANK(AN KPI_Afdeling) AND ISNOTBLANK(KPI_Afdeling) AND Validated for Create?,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
AN KPI,LIST,"FINDITEM('SPIN - KPI', New code)",None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,"KPI gebruikt?, Create KPI",IP 22. Create KPI_Afdeling
Create KPI,BOOLEAN,ISBLANK(AN KPI) AND ISNOTBLANK(KPI Naam Final) AND NOT Existing KPI? AND ISNOTBLANK('Groepering L1') AND ISNOTBLANK('Categorie L2') AND ISNOTBLANK(Eenheid) AND ISNOTBLANK(Afdeling),None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
---Input blank out---,NONE,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
KPI Naam blank,LIST,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
NEW KPI blank,TEXT,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
KPI Code blank,TEXT,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
YTD Bereking blank,LIST,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Groupering L1 blank,LIST,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Categorie L2 blank,LIST,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Eenheid blank,LIST,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Afdeling blank,LIST,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Content leverancier blank,TEXT,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Data leverancier blank,TEXT,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Business controller blank,TEXT,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Frequentie blank,TEXT,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Aangemaakt door blank,TEXT,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
---AN ---,NONE,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
YTD Berekening text,TEXT,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
---FIlters---,NONE,,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
New KPI?,BOOLEAN,ISNOTBLANK('Nieuwe KPI-invoer'),None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,'Not New KPI?',IP 22. Create KPI_Afdeling
Not New KPI?,BOOLEAN,NOT New KPI?,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,Format new kpi,IP 22. Create KPI_Afdeling
Existing KPI?,BOOLEAN,ISNOTBLANK(Bestaande KPI selectie),None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,"New code, Create KPI, 'Not Existing KPI?'",IP 22. Create KPI_Afdeling
Not Existing KPI?,BOOLEAN,NOT Existing KPI?,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,'Format not existing KPI',IP 22. Create KPI_Afdeling
Character > 60?,BOOLEAN,LENGTH('Nieuwe KPI-invoer') > 30,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Subload IM 42?,BOOLEAN,IF ISBLANK(KPI Naam Final) THEN FALSE ELSE NOT 'IM 43. KPI_Afdeling'.Loaded from SPIN?[LOOKUP: AN KPI_Afdeling],None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Format new kpi,NUMBER,IF 'Not New KPI?' THEN 2 ELSE 0,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Format Input,NUMBER,2,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Format not existing KPI,NUMBER,IF 'Not Existing KPI?' THEN 2 ELSE 0,None,Support list #10,Not Applicable,Model Calendar,Not Applicable,Normal,10,,,,,,,,,,false,All Versions,,true,false,false,,,IP 22. Create KPI_Afdeling
Verplicht?,BOOLEAN,,None,LIS (IM 42) KPI Filter,Not Applicable,Model Calendar,Not Applicable,Normal,14,,,,,,,,,,false,All Versions,,true,false,false,,'CA 28. KPI Admin per KPI'.Verplicht?,IP 23. KPI Admin
Due Date,DATE,,None,LIS (IM 42) KPI Filter,Not Applicable,Model Calendar,Not Applicable,Normal,14,,,,,,,,,,false,All Versions,,true,false,false,,'CA 28. KPI Admin per KPI'.Due Date,IP 23. KPI Admin
Summing,LIST,Dummy Total.Total,None,LIS (IM 42) KPI Filter,Not Applicable,Model Calendar,Not Applicable,Normal,14,,,,,,,,,,false,All Versions,,true,false,false,,"'IM 43. KPI_Afdeling'.Verplicht ANY, 'IM 43. KPI_Afdeling'.Due Date MIN",IP 23. KPI Admin
Eigen invoer,NUMBER,,Sum,"MJP Versions L2, SS Rekeningcategorie - Doorbelastingen, SS DB/TS - Doorbelastingen, SS Kostenplaats L7 - Budget",Not Applicable,Model Calendar,Not Applicable,Normal,29862,,,,,,,,,,false,All Versions,,true,false,false,,"'IP 10x1. NEW Afdelingkosten naar KP'.Niet personeel kosten, 'CA 20. Toeslag Direct'.Berekend, 'CA 20. Toeslag Direct'.Total kosten, 'CA 22. Berekening Doorbelastingen'.Verdeeld, 'CA 30. DB/TS naar Kostenplaats'.Handmatig, 'CA 36. Doorbelastingen naar Maand'.Doorbelastingen",IP 24. Kostenplaats Doorbelasting Input
Format input,NUMBER,2,None,"MJP Versions L2, SS Rekeningcategorie - Doorbelastingen, SS DB/TS - Doorbelastingen, SS Kostenplaats L7 - Budget",Not Applicable,Model Calendar,Not Applicable,Normal,6624,,,,,,,,,,false,All Versions,,true,false,false,,,IP 24. Kostenplaats Doorbelasting Input
Waarde,NUMBER,-'RP 01. IC output'.Totaal overview[LOOKUP: 'SET 05. MJP Version Control'.Startjaar MJP],Sum,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,1248,,,,,,,,,,false,All Versions,,true,false,false,,"Has waarde?, 'Export to CA 19', 'CA 27. IC Kostenplaats Waarde'.Waarde in Kostenplaats",IP 25.  IC allocation naar kostenplaats
Has waarde?,BOOLEAN,Waarde <> 0,None,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,420,,,,,,,,,,false,All Versions,,true,false,false,,"Totaal combinations, Check empty, 'Check Has waarde and empty kostenplaats'",IP 25.  IC allocation naar kostenplaats
Kostenplaats,LIST,,None,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,420,,,,,,,,,,false,All Versions,,true,false,false,,"Check empty, 'Check Has waarde and empty kostenplaats', 'CA 18. Invoer seizoenspatroon IC'.'Kostenplaats (Versturend)', 'CA 18. Invoer seizoenspatroon IC'.'Kostenplaats (Ontvangend)', 'CA 27. IC Kostenplaats Waarde'.Waarde in Kostenplaats",IP 25.  IC allocation naar kostenplaats
- Technical -,NONE,,None,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,IP 25.  IC allocation naar kostenplaats
Totaal combinations,NUMBER,IF Has waarde? THEN 1 ELSE 0,Sum,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,1248,,,,,,,,,,false,All Versions,,true,false,false,,"Check empty dashbaord, 'CF - KPI'",IP 25.  IC allocation naar kostenplaats
Check empty,NUMBER,IF NOT Has waarde? THEN 0 ELSE IF Has waarde? AND ISBLANK(Kostenplaats) THEN 0 ELSE 1,Sum,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,1248,,,,,,,,,,false,All Versions,,true,false,false,,"Check empty dashbaord, 'CF - KPI'",IP 25.  IC allocation naar kostenplaats
Check empty dashbaord,TEXT,"TEXT(Check empty) & "" / "" & TEXT(Totaal combinations)",None,"MJP Versions L2, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,28,,,,,,,,,,false,All Versions,,true,false,false,,,IP 25.  IC allocation naar kostenplaats
Check Has waarde and empty kostenplaats,NUMBER,IF Has waarde? AND ISBLANK(Kostenplaats) THEN 1 ELSE 0,Sum,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,1248,,,,,,,,,,false,All Versions,,true,false,false,,'RP 27. Check report overview'.'IC (Aantal niet gevulde IC)',IP 25.  IC allocation naar kostenplaats
Afdeling L5,LIST,'IM 13. Afdeling L5'.ITEM,None,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,420,,,,,,,,,,false,All Versions,,true,false,false,,Afdeling FIlter,IP 25.  IC allocation naar kostenplaats
Export to CA 19,NUMBER,Waarde,Sum,"MJP Versions L2, SS Rekeningcategorie - IC, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,2496,,,,,,,,,,true,All Versions,,true,false,false,,,IP 25.  IC allocation naar kostenplaats
CF - Input cells,NUMBER,2,Formula,"MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,1248,,,,,,,,,,false,All Versions,,true,false,false,,,IP 25.  IC allocation naar kostenplaats
CF - KPI,NUMBER,IF Check empty = Totaal combinations THEN 1 ELSE 0,None,"MJP Versions L2, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,28,,,,,,,,,,false,All Versions,,true,false,false,,,IP 25.  IC allocation naar kostenplaats
Afdeling FIlter,BOOLEAN,IF ISBLANK('FI 07. User filters - General'.Afdeling) THEN TRUE ELSE 'FI 07. User filters - General'.Afdeling = 'Afdeling L5',None,"Users, MJP Versions L2, SS IC Afdelingen - Selectie, SS Afdeling L5 - IC",Not Applicable,Model Calendar,Not Applicable,Normal,27300,,,,,,,,,,false,All Versions,,true,false,false,,,IP 25.  IC allocation naar kostenplaats
Dekking (k€),NUMBER,,Sum,"MJP Versions L2, SS IC Afdelingen - Leenmonteurs, SS Afdeling L5 - OPS",Year,TR MJP,Not Applicable,Normal,1323,,,,,,,,,,false,All Versions,,true,false,false,,,IP 26. Leenmmonteurs
Uren (#),NUMBER,,Sum,"MJP Versions L2, SS IC Afdelingen - Leenmonteurs, SS Afdeling L5 - OPS",Year,TR MJP,Not Applicable,Normal,1323,,,,,,,,,,false,All Versions,,true,false,false,,,IP 26. Leenmmonteurs
Format input,NUMBER,IF 'IM 13. Afdeling L5'.NAME <> 'IM 24. Dummy Afdelingen'.Name THEN 0 ELSE 2,None,"MJP Versions L2, SS IC Afdelingen - Leenmonteurs, SS Afdeling L5 - OPS",Year,TR MJP,Not Applicable,Normal,432,,,,,,,,,,false,All Versions,,true,false,false,,,IP 26. Leenmmonteurs
Selectie Thema L3,LIST,,None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,"'Code Thema L3+', 'Code Thema L3++'",IP 27 Sip Thema L3++
Selectie Thema L3+,LIST,,None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,Access driver,IP 27 Sip Thema L3++
Naam Thema L3+,TEXT,,None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,"'Code Thema L3+', 'AN Thema L3+', 'Create Thema L3+?'",IP 27 Sip Thema L3++
Naam Thema L3++,TEXT,,None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,"'Code Thema L3++', 'AN Thema L3++', 'Create Thema L3++?'",IP 27 Sip Thema L3++
---Technical---,NONE,,None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
Code Thema L3+,TEXT,"LEFT(CODE('Selectie Thema L3'), 30) & ""_"" & 'Naam Thema L3+' & ""_L3+""",None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
Code Thema L3++,TEXT,"LEFT(CODE('Selectie Thema L3'), 30) & ""_"" & 'Naam Thema L3++' & ""_L3++""",None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
AN Thema L3+,LIST,"FINDITEM('SIP Thema L3+', 'Naam Thema L3+')",None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,'Create Thema L3+?',IP 27 Sip Thema L3++
AN Thema L3++,LIST,"FINDITEM('SIP Thema L3++', 'Naam Thema L3++')",None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,'Create Thema L3++?',IP 27 Sip Thema L3++
Create Thema L3+?,BOOLEAN,ISNOTBLANK('Naam Thema L3+') AND ISBLANK('AN Thema L3+'),None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
Create Thema L3++?,BOOLEAN,ISNOTBLANK('Naam Thema L3++') AND ISBLANK('AN Thema L3++'),None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
Blank overwrite L3+,TEXT,BLANK,None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
Blank overwrite L3++,TEXT,BLANK,None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
Access driver,BOOLEAN,ISBLANK('Selectie Thema L3+'),None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
End user leaf,BOOLEAN,TRUE,None,Support list #1,Not Applicable,Model Calendar,Not Applicable,Normal,1,,,,,,,,,,false,All Versions,,true,false,false,,,IP 27 Sip Thema L3++
BAK,NUMBER,,Sum,"MJP Versions L2, SS - COEA - zonder AFD, SS Rekeningcategorie - Omzet, SS Kostenplaats L7 - Budget",Not Applicable,Model Calendar,Not Applicable,Normal,13272,,,,,,,,,,false,All Versions,,true,false,false,,"'└ DA 28a. Meerjarenplan Euros Driver Selectie'.Budget Jaar Euros, '└ DA 28a NEW. Meerjarenplan Euros Driver Selectie'.Budget Jaar Euros, Totaal, Totaal COEA, '└IP 28a. BAK, Subsidie Meerjarig'.'MJP - BAK'","IP 28. BAK, Subsidie, Overige Omzet"
Subsidie (Plicht),NUMBER,,Sum,"MJP Versions L2, SS - COEA - zonder AFD, SS Rekeningcategorie - Omzet, SS Kostenplaats L7 - Budget",Not Applicable,Model Calendar,Not Applicable,Normal,13272,,,,,,,,,,false,All Versions,,true,false,false,,"Totaal, '└IP 28a. BAK, Subsidie Meerjarig'.'MJP - Subsidie (Plicht)'","IP 28. BAK, Subsidie, Overige Omzet"
Subsidie (Direct),NUMBER,,Sum,"MJP Versions L2, SS - COEA - zonder AFD, SS Rekeningcategorie - Omzet, SS Kostenplaats L7 - Budget",Not Applicable,Model Calendar,Not Applicable,Normal,13272,,,,,,,,,,false,All Versions,,true,false,false,,"Totaal, Totaal COEA","IP 28. BAK, Subsidie, Overige Omzet"
Overige Omzet,NUMBER,,Sum,"MJP Versions L2, SS - COEA - zonder AFD, SS Rekeningcategorie - Omzet, SS Kostenplaats L7 - Budget",Not Applicable,Model Calendar,Not Applicable,Normal,13272,,,,,,,,,,false,All Versions,,true,false,false,,"Totaal, Totaal COEA","IP 28. BAK, Subsidie, Overige Omzet"
Totaal,NUMBER,BAK + 'Subsidie (Plicht)' + 'Subsidie (Direct)' + Overige Omzet,Sum,"MJP Versions L2, SS - COEA - zonder AFD, SS Rekeningcategorie - Omzet, SS Kostenplaats L7 - Budget",Not Applicable,Model Calendar,Not Applicable,Summary1,13272,,,,,,,,,,true,All Versions,,true,false,false,,,"IP 28. BAK, Subsidie, Overige Omzet"
Totaal COEA,NUMBER,IF NOT 'IM 19. COEA'.CAPEX THEN BAK + 'Subsidie (Direct)' + Overige Omzet ELSE 'Subsidie (Direct)' + Overige Omzet,Sum,"MJP Versions L2, SS - COEA - zonder AFD, SS Rekeningcategorie - Omzet, SS Kostenplaats L7 - Budget",Not Applicable,Model Calendar,Not Applicable,Summary1,13272,,,,,,,,,,false,All Versions,,true,false,false,,"'IP 10. Verdeling naar kostenplaatsen'.Berekend DUMMY, 'IP 10x2. NEW Handmatig Verdeling naar KP'.'BAK, Subsidies, Omzet'","IP 28. BAK, Subsidie, Overige Omzet"
